customerID,tenure,PhoneService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,gender,SeniorCitizen,Partner,Dependents,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
4307-KTUMW,53,Yes,Month-to-month,No,Electronic check,93.9,5029.2,Yes,Male,0,Yes,No,Yes,Fiber optic,Yes,No,Yes,No,No,Yes
5949-XIKAE,8,Yes,Month-to-month,Yes,Electronic check,83.55,680.05,Yes,Female,0,Yes,Yes,No,Fiber optic,No,Yes,No,No,Yes,No
5802-ADBRC,50,Yes,One year,Yes,Mailed check,104.4,5232.9,No,Female,0,Yes,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
4366-CTOUZ,50,Yes,Two year,Yes,Mailed check,100.2,5038.45,No,Female,0,No,No,No,Fiber optic,No,Yes,No,Yes,Yes,Yes
1849-RJYIG,8,Yes,Month-to-month,Yes,Electronic check,60.0,487.75,No,Female,0,No,No,No,DSL,Yes,No,No,No,Yes,No
6713-OKOMC,10,No,Month-to-month,No,Mailed check,29.75,301.9,No,Female,0,No,No,No phone service,DSL,Yes,No,No,No,No,No
8450-LUGUK,37,Yes,Two year,Yes,Bank transfer (automatic),24.1,861.85,No,Female,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9782-LGXMC,49,Yes,Month-to-month,No,Bank transfer (automatic),61.75,3024.15,No,Female,0,Yes,Yes,No,DSL,Yes,No,Yes,Yes,No,No
1049-FYSYG,17,No,Month-to-month,Yes,Credit card (automatic),35.65,646.05,No,Female,0,Yes,No,No phone service,DSL,No,Yes,Yes,No,No,No
5442-PPTJY,12,Yes,Two year,No,Mailed check,19.7,258.35,No,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0320-JDNQG,23,Yes,Month-to-month,Yes,Electronic check,99.85,2331.3,Yes,Male,0,Yes,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes
6614-YOLAC,71,No,Two year,No,Mailed check,58.65,4145.25,No,Female,0,Yes,Yes,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes
8722-PRFDV,71,Yes,Two year,No,Credit card (automatic),77.55,5574.35,No,Female,0,Yes,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes
7030-NJVDP,24,Yes,Month-to-month,Yes,Electronic check,89.25,2210.2,No,Male,0,Yes,No,No,Fiber optic,Yes,No,No,Yes,No,Yes
0607-MVMGC,45,Yes,One year,No,Credit card (automatic),78.75,3600.65,No,Male,0,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes
2541-YGPKE,42,Yes,One year,No,Credit card (automatic),63.7,2763.35,No,Male,0,Yes,Yes,No,DSL,Yes,No,No,Yes,No,Yes
9692-TUSXH,18,Yes,Month-to-month,Yes,Electronic check,96.05,1740.7,Yes,Female,0,No,No,No,Fiber optic,Yes,No,No,No,Yes,Yes
4922-CVPDX,26,Yes,Two year,Yes,Credit card (automatic),73.5,1905.7,No,Female,0,Yes,No,No,DSL,No,Yes,Yes,No,Yes,Yes
1750-CSKKM,9,Yes,Month-to-month,No,Electronic check,55.35,449.75,Yes,Male,0,No,Yes,No,DSL,No,No,No,No,Yes,No
1728-BQDMA,2,Yes,Month-to-month,No,Electronic check,44.45,82.7,No,Female,0,No,No,No,DSL,No,No,No,No,No,No
7521-AFHAB,5,Yes,Month-to-month,No,Mailed check,44.8,220.45,No,Female,0,Yes,Yes,No,DSL,No,No,No,No,No,No
5868-YWPDW,6,Yes,Month-to-month,Yes,Electronic check,84.2,519.15,Yes,Male,1,Yes,No,No,Fiber optic,No,Yes,No,No,No,Yes
1320-REHCS,52,Yes,Month-to-month,Yes,Electronic check,110.75,5832,No,Male,1,No,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
1023-BQXZE,57,Yes,Two year,Yes,Bank transfer (automatic),74.35,4317.35,No,Male,0,No,No,No,DSL,Yes,No,Yes,No,Yes,Yes
5832-TRLPB,29,Yes,One year,Yes,Bank transfer (automatic),75.35,2243.9,No,Male,0,No,No,No,DSL,No,No,Yes,Yes,Yes,Yes
3967-VQOGC,67,Yes,Two year,Yes,Mailed check,24.9,1680.25,No,Female,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9661-ACXBS,42,Yes,Month-to-month,Yes,Electronic check,105.2,4400.75,Yes,Female,0,No,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
5602-BVFMK,12,Yes,One year,No,Mailed check,19.3,228.75,No,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4323-SADQS,7,No,Month-to-month,Yes,Electronic check,34.5,279.25,Yes,Male,0,Yes,Yes,No phone service,DSL,Yes,No,No,Yes,No,No
1539-LNKHM,12,Yes,Month-to-month,No,Mailed check,20.4,266.6,No,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7470-MCQTK,13,No,Month-to-month,Yes,Bank transfer (automatic),48.75,633.4,Yes,Female,0,Yes,No,No phone service,DSL,No,No,Yes,No,Yes,Yes
5136-RGMZO,31,Yes,Month-to-month,Yes,Electronic check,71.05,2168.15,No,Male,0,No,No,Yes,DSL,No,Yes,No,Yes,Yes,No
6543-CPZMK,9,No,Month-to-month,Yes,Electronic check,29.95,248.95,Yes,Male,0,Yes,Yes,No phone service,DSL,No,Yes,No,No,No,No
9639-BUJXT,63,Yes,One year,No,Mailed check,20.5,1328.15,No,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7856-GANIL,45,Yes,One year,Yes,Bank transfer (automatic),98.7,4525.8,No,Male,1,Yes,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No
4415-WNGVR,12,Yes,One year,Yes,Electronic check,79.2,943.85,No,Female,1,Yes,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes
3481-JHUZH,41,Yes,Month-to-month,Yes,Electronic check,80.25,3439,No,Male,0,Yes,No,Yes,Fiber optic,No,Yes,No,No,No,No
0278-YXOOG,5,Yes,Month-to-month,No,Mailed check,21.05,113.85,Yes,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5227-JSCFE,71,No,Two year,No,Credit card (automatic),46.35,3353.4,No,Male,1,Yes,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No
2091-GPPIQ,72,Yes,Two year,Yes,Electronic check,78.95,5730.15,No,Female,0,Yes,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes
9643-YBLUR,9,Yes,Month-to-month,Yes,Credit card (automatic),69.05,653.95,No,Male,0,Yes,No,Yes,DSL,No,Yes,Yes,No,No,Yes
9419-IPPBE,51,Yes,One year,Yes,Electronic check,90.15,4554.85,No,Female,0,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes
2877-VDUER,35,No,One year,No,Mailed check,40.9,1383.6,No,Female,0,Yes,Yes,No phone service,DSL,No,No,No,Yes,Yes,No
2924-KHUVI,56,Yes,One year,Yes,Electronic check,100.55,5514.95,No,Male,0,Yes,No,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
0439-IFYUN,18,Yes,Month-to-month,Yes,Electronic check,74.7,1294.6,No,Female,1,No,No,No,Fiber optic,No,Yes,No,No,No,No
2587-EKXTS,44,Yes,Month-to-month,Yes,Electronic check,111.5,4915.15,No,Male,0,No,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
6661-EIPZC,48,No,Month-to-month,Yes,Credit card (automatic),29.5,1423.05,No,Female,0,Yes,Yes,No phone service,DSL,No,No,No,Yes,No,No
5756-JYOJT,11,Yes,One year,No,Credit card (automatic),64.9,697.25,No,Female,0,No,No,No,DSL,No,No,Yes,Yes,No,Yes
3259-FDWOY,71,Yes,Two year,Yes,Bank transfer (automatic),106.0,7723.7,Yes,Male,0,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
1480-IVEVR,35,Yes,One year,Yes,Bank transfer (automatic),81.6,2815.25,No,Male,1,Yes,No,Yes,Fiber optic,No,No,Yes,No,No,No
8070-AAWZP,24,No,Month-to-month,No,Mailed check,34.25,828.2,No,Male,1,Yes,No,No phone service,DSL,No,No,Yes,Yes,No,No
2001-EWBQU,60,Yes,Two year,No,Electronic check,104.7,6333.8,No,Female,0,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
2606-RMDHZ,6,No,Month-to-month,Yes,Credit card (automatic),30.5,208.7,Yes,Male,0,No,No,No phone service,DSL,No,Yes,No,No,No,No
5688-KZTSN,15,Yes,Month-to-month,Yes,Electronic check,20.0,288.05,Yes,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5956-YHHRX,21,Yes,Month-to-month,Yes,Electronic check,104.35,2271.85,No,Male,1,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
6563-VRERX,33,Yes,One year,No,Mailed check,20.6,690.25,No,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7243-LCGGZ,1,Yes,Month-to-month,No,Mailed check,20.9,20.9,No,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3777-XROBG,58,Yes,Two year,No,Credit card (automatic),19.55,1079.65,No,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5081-NWSUP,10,Yes,One year,No,Mailed check,64.9,685.55,No,Female,0,No,No,No,DSL,No,Yes,No,Yes,No,Yes
5442-BXVND,33,Yes,Month-to-month,No,Bank transfer (automatic),24.25,838.5,No,Female,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0612-RTZZA,1,No,Month-to-month,No,Electronic check,25.25,25.25,Yes,Female,1,No,No,No phone service,DSL,No,No,No,No,No,No
5103-MHMHY,1,Yes,Month-to-month,No,Mailed check,45.95,45.95,Yes,Female,0,No,Yes,No,DSL,No,No,No,No,No,No
5269-NRGDP,42,Yes,One year,No,Electronic check,73.15,3088.25,No,Male,0,Yes,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes
4781-ZXYGU,1,Yes,Month-to-month,Yes,Bank transfer (automatic),20.15,20.15,No,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0902-RFHOF,38,Yes,One year,No,Mailed check,20.1,730.1,No,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8601-QACRS,5,Yes,Month-to-month,Yes,Mailed check,50.6,249.95,Yes,Female,0,No,No,Yes,DSL,No,No,No,No,No,No
6333-YDVLT,65,Yes,One year,Yes,Credit card (automatic),110.0,7138.65,No,Male,0,No,No,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
5730-RIITO,43,No,Month-to-month,Yes,Credit card (automatic),33.45,1500.25,No,Female,1,No,No,No phone service,DSL,Yes,Yes,No,No,No,No
8125-QPFJD,72,Yes,Two year,Yes,Bank transfer (automatic),84.9,6065.3,No,Female,0,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
6270-OMFIW,60,Yes,One year,Yes,Electronic check,94.4,5610.25,Yes,Male,0,Yes,No,No,Fiber optic,No,Yes,No,No,Yes,Yes
7879-CGSFV,55,Yes,One year,Yes,Mailed check,100.9,5552.05,No,Male,0,No,No,No,Fiber optic,Yes,Yes,No,No,Yes,Yes
3870-SPZSI,70,Yes,Two year,Yes,Credit card (automatic),113.05,7869.05,No,Female,0,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
8873-GLDMH,6,Yes,Month-to-month,Yes,Mailed check,73.85,401.3,No,Female,0,No,No,Yes,Fiber optic,No,No,No,No,No,No
5716-LIBJC,13,Yes,One year,Yes,Credit card (automatic),104.15,1299.1,No,Female,0,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
0224-NIJLP,8,Yes,Two year,No,Mailed check,20.15,165.5,No,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4713-ZBURT,45,Yes,Two year,No,Bank transfer (automatic),99.7,4634.35,No,Male,0,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
3870-MQAMG,54,Yes,One year,No,Electronic check,110.35,5893.15,Yes,Female,0,Yes,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
3550-SAHFP,33,Yes,Month-to-month,Yes,Electronic check,83.35,2757.85,Yes,Female,0,No,No,Yes,Fiber optic,No,No,No,No,No,Yes
4700-UBQMV,21,Yes,One year,Yes,Bank transfer (automatic),75.9,1549.75,No,Male,0,Yes,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes
0727-BMPLR,55,Yes,One year,Yes,Electronic check,100.0,5509.3,Yes,Female,1,No,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
3627-FHKBK,1,Yes,Month-to-month,No,Mailed check,75.3,75.3,Yes,Female,0,No,No,No,Fiber optic,Yes,No,No,No,No,No
9142-KZXOP,44,Yes,Month-to-month,No,Credit card (automatic),68.85,2958.95,No,Male,0,No,No,No,Fiber optic,No,No,No,No,No,No
5980-BDHPY,72,Yes,Two year,Yes,Bank transfer (automatic),87.1,6230.1,No,Male,0,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
4418-LZMSV,13,Yes,Month-to-month,No,Bank transfer (automatic),61.8,750.1,No,Male,0,Yes,Yes,No,DSL,No,Yes,Yes,Yes,No,No
8123-QBNAZ,36,Yes,Month-to-month,Yes,Credit card (automatic),104.5,3684.95,No,Female,0,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
5743-KHMNA,71,Yes,Two year,No,Bank transfer (automatic),25.55,1898.1,No,Male,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0781-LKXBR,9,Yes,Month-to-month,Yes,Electronic check,100.5,918.6,Yes,Male,1,No,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
9931-KGHOA,46,Yes,Month-to-month,No,Bank transfer (automatic),55.0,2473.95,No,Female,0,Yes,No,Yes,DSL,Yes,No,No,No,No,No
7124-UGSUR,61,Yes,One year,Yes,Credit card (automatic),104.4,6405,Yes,Female,1,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
5329-KRDTM,72,Yes,Two year,No,Credit card (automatic),77.35,5396.25,No,Male,1,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,No
1024-VRZHF,11,Yes,Month-to-month,Yes,Electronic check,74.95,825.7,Yes,Male,0,Yes,No,Yes,Fiber optic,No,No,No,No,No,No
4482-EWFMI,2,Yes,Month-to-month,Yes,Electronic check,69.7,135.2,No,Female,0,No,No,No,Fiber optic,No,No,No,No,No,No
0366-NQSHS,2,Yes,Month-to-month,No,Mailed check,19.35,46.35,No,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8752-STIVR,4,Yes,Month-to-month,Yes,Electronic check,79.0,303.15,Yes,Female,0,No,No,No,Fiber optic,No,No,No,No,Yes,No
8878-HMWBV,3,Yes,Month-to-month,Yes,Electronic check,49.15,169.05,Yes,Male,0,No,No,No,DSL,No,No,Yes,No,No,No
3050-GBUSH,3,No,Month-to-month,Yes,Credit card (automatic),34.8,113.95,No,Female,0,No,No,No phone service,DSL,No,No,No,No,Yes,No
6718-BDGHG,43,Yes,One year,Yes,Bank transfer (automatic),64.85,2908.2,No,Female,0,Yes,No,Yes,DSL,No,No,No,Yes,Yes,No
1830-IPXVJ,61,Yes,Two year,No,Credit card (automatic),19.75,1311.6,No,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7481-ATQQS,49,Yes,Month-to-month,Yes,Credit card (automatic),90.85,4515.85,Yes,Female,1,No,No,Yes,Fiber optic,No,No,Yes,No,No,Yes
5203-XEHAX,34,Yes,One year,No,Electronic check,64.35,2053.05,No,Female,0,No,No,No,DSL,Yes,Yes,No,No,No,Yes
2740-TVLFN,1,Yes,Month-to-month,Yes,Electronic check,50.15,50.15,No,Male,0,No,No,Yes,DSL,No,No,No,No,No,No
7054-LGEQW,1,Yes,Month-to-month,No,Mailed check,45.95,45.95,Yes,Female,0,No,No,No,DSL,No,No,No,No,No,No
3166-PNEOF,61,Yes,Two year,No,Credit card (automatic),86.45,5175.3,No,Female,0,No,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
4585-HETAI,4,Yes,Month-to-month,Yes,Electronic check,73.75,325.45,Yes,Female,0,Yes,Yes,No,Fiber optic,No,No,Yes,No,No,No
0872-CASZJ,59,Yes,One year,Yes,Mailed check,69.1,4096.9,No,Male,0,Yes,No,Yes,DSL,Yes,No,No,Yes,No,Yes
7396-VJUZB,4,Yes,Month-to-month,No,Mailed check,45.25,155.35,No,Male,0,Yes,Yes,No,DSL,No,No,No,No,No,No
7644-OMVMY,0,Yes,Two year,No,Mailed check,19.85, ,No,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5847-MXBEO,22,Yes,One year,No,Mailed check,20.3,475.1,No,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8398-TBIYD,72,Yes,Two year,Yes,Bank transfer (automatic),84.7,6185.15,No,Female,0,No,No,Yes,Fiber optic,Yes,No,No,Yes,No,No
2533-TIBIX,15,No,Month-to-month,Yes,Bank transfer (automatic),30.2,469.65,No,Male,0,Yes,Yes,No phone service,DSL,Yes,No,No,No,No,No
0761-AETCS,1,Yes,Month-to-month,No,Electronic check,19.3,19.3,Yes,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1447-PJGGA,57,Yes,Two year,Yes,Electronic check,95.25,5464.65,Yes,Female,0,No,No,No,Fiber optic,No,No,Yes,No,Yes,Yes
6986-IJDHX,39,Yes,Month-to-month,Yes,Mailed check,86.3,3266,Yes,Male,0,Yes,Yes,No,Fiber optic,No,Yes,No,No,Yes,No
6806-YDEUL,6,Yes,Month-to-month,No,Bank transfer (automatic),19.5,106.8,No,Female,1,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3688-FTHLT,16,Yes,Month-to-month,Yes,Bank transfer (automatic),63.05,1067.05,No,Female,0,No,No,Yes,DSL,No,No,No,No,No,Yes
5202-IVJNU,39,No,Month-to-month,No,Credit card (automatic),30.1,1131.3,Yes,Female,0,No,Yes,No phone service,DSL,No,No,Yes,No,No,No
0754-EEBDC,4,Yes,Two year,No,Mailed check,19.9,76.65,No,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9572-MTILT,59,Yes,Month-to-month,Yes,Electronic check,106.75,6252.9,Yes,Male,0,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
0197-PNKNK,69,Yes,One year,No,Bank transfer (automatic),84.45,5848.6,No,Female,0,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No
7217-JYHOQ,24,Yes,Month-to-month,Yes,Credit card (automatic),70.3,1706.45,No,Male,0,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes
2030-BTZRO,6,Yes,Two year,Yes,Credit card (automatic),20.4,107.6,No,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8087-LGYHQ,9,Yes,Month-to-month,Yes,Electronic check,94.05,811.65,No,Male,0,No,No,No,Fiber optic,No,No,Yes,No,Yes,Yes
7337-CINUD,8,Yes,Two year,No,Bank transfer (automatic),19.5,159.35,No,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1577-HKTFG,30,Yes,Month-to-month,No,Bank transfer (automatic),19.65,655.85,Yes,Female,0,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8184-WMOFI,62,Yes,One year,No,Credit card (automatic),71.4,4487.3,No,Male,0,Yes,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes
1293-HHSHJ,35,Yes,One year,No,Mailed check,21.1,741,No,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6051-PTVNS,55,Yes,One year,No,Credit card (automatic),19.15,998.1,No,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3995-WFCSM,2,Yes,Month-to-month,No,Electronic check,60.85,111.4,No,Female,0,No,No,No,DSL,No,No,Yes,No,No,Yes
9253-QXKBE,29,Yes,Month-to-month,Yes,Electronic check,94.45,2653.65,Yes,Male,1,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,Yes
2080-GKCWQ,2,Yes,Month-to-month,No,Electronic check,74.95,151.75,No,Male,0,No,No,No,Fiber optic,No,Yes,No,No,No,No
2519-ERQOJ,33,No,Month-to-month,Yes,Electronic check,54.6,1803.7,No,Male,1,No,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes
3074-GQWYX,5,Yes,Month-to-month,Yes,Bank transfer (automatic),75.9,357.75,Yes,Male,0,No,No,Yes,Fiber optic,No,No,No,No,No,No
7660-HDPJV,1,Yes,Month-to-month,Yes,Electronic check,69.2,69.2,Yes,Female,0,No,No,No,Fiber optic,No,No,No,No,No,No
4389-UEFCZ,72,Yes,Two year,Yes,Electronic check,105.5,7544,No,Female,0,Yes,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
2856-NNASM,43,Yes,Month-to-month,Yes,Mailed check,89.55,3856.75,Yes,Male,1,No,No,No,Fiber optic,No,No,No,No,Yes,Yes
8065-YKXKD,10,Yes,Month-to-month,Yes,Electronic check,74.75,799.65,Yes,Female,0,No,No,Yes,Fiber optic,No,No,No,No,No,No
8207-VVMYB,70,Yes,Two year,Yes,Bank transfer (automatic),26.0,2006.95,No,Female,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6365-MTGZX,24,Yes,Month-to-month,Yes,Electronic check,96.0,2122.45,Yes,Male,0,No,No,No,Fiber optic,No,No,No,Yes,Yes,Yes
9391-TTOYH,23,Yes,Month-to-month,Yes,Mailed check,19.5,470.2,No,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6682-VCIXC,43,No,One year,Yes,Bank transfer (automatic),51.25,2151.6,No,Female,0,Yes,Yes,No phone service,DSL,Yes,Yes,No,Yes,Yes,No
6121-VZNQB,1,Yes,Month-to-month,Yes,Mailed check,19.1,19.1,Yes,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2359-KMGLI,24,Yes,Month-to-month,Yes,Electronic check,80.25,1861.5,Yes,Male,0,No,No,Yes,Fiber optic,No,Yes,No,No,No,No
8433-WPJTV,65,Yes,One year,Yes,Bank transfer (automatic),103.9,6767.1,No,Female,1,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
1061-PNTHC,56,Yes,Month-to-month,Yes,Mailed check,109.6,5953,No,Female,0,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
8580-AECUZ,1,Yes,Month-to-month,Yes,Electronic check,79.1,79.1,Yes,Male,1,No,No,No,Fiber optic,No,No,No,No,Yes,No
1104-TNLZA,28,Yes,Month-to-month,Yes,Electronic check,105.8,2998,No,Male,1,Yes,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
1442-BQPVU,13,No,Month-to-month,No,Electronic check,29.15,357.15,No,Female,0,No,No,No phone service,DSL,No,Yes,No,No,No,No
4277-PVRAN,8,Yes,Month-to-month,Yes,Bank transfer (automatic),80.1,679.3,Yes,Female,0,No,No,No,Fiber optic,No,No,No,No,Yes,No
6077-BDPXA,3,Yes,Month-to-month,Yes,Electronic check,70.15,194.2,No,Female,0,No,No,No,Fiber optic,No,No,No,No,No,No
5143-WMWOG,1,Yes,Month-to-month,No,Electronic check,19.95,19.95,Yes,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6005-OBZPH,26,Yes,Month-to-month,Yes,Electronic check,89.15,2277.65,Yes,Female,1,No,No,Yes,Fiber optic,No,Yes,No,No,Yes,No
6894-LFHLY,1,Yes,Month-to-month,Yes,Electronic check,75.75,75.75,Yes,Male,1,No,No,Yes,Fiber optic,No,No,No,No,No,No
2732-ISEZX,5,Yes,Month-to-month,Yes,Mailed check,20.5,104.3,No,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1481-ZUWZA,28,Yes,Month-to-month,Yes,Credit card (automatic),94.5,2659.4,Yes,Male,0,No,No,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
2782-LFZVW,11,Yes,Month-to-month,Yes,Mailed check,58.95,601.6,No,Female,0,No,No,Yes,DSL,No,No,No,No,No,Yes
5293-WXJAK,11,Yes,Month-to-month,Yes,Bank transfer (automatic),104.05,1133.65,Yes,Female,1,Yes,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
8444-WRIDW,66,Yes,Month-to-month,Yes,Credit card (automatic),80.45,5224.35,Yes,Female,1,No,No,Yes,Fiber optic,No,Yes,No,No,No,No
0621-TSSMU,56,Yes,One year,No,Credit card (automatic),19.95,1126.75,No,Male,0,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6925-BAYGL,53,Yes,Two year,No,Credit card (automatic),25.1,1275.6,No,Female,1,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3237-AJGEH,3,No,Month-to-month,Yes,Mailed check,31.0,95.05,Yes,Female,0,Yes,Yes,No phone service,DSL,No,No,No,Yes,No,No
6904-JLBGY,72,Yes,Two year,Yes,Credit card (automatic),117.35,8436.25,No,Female,1,No,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
9620-ENEJV,6,Yes,Month-to-month,No,Credit card (automatic),70.55,433.95,No,Female,0,No,No,No,Fiber optic,No,No,No,No,No,No
5322-TEUJK,71,Yes,Two year,No,Bank transfer (automatic),114.6,8100.25,No,Female,0,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
9364-YKUVW,15,Yes,Month-to-month,Yes,Mailed check,19.8,309.4,No,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6463-MVYRY,57,Yes,Two year,No,Bank transfer (automatic),69.85,4003,No,Female,1,No,No,No,DSL,Yes,No,Yes,Yes,Yes,No
6484-LATFU,68,Yes,Two year,No,Mailed check,24.55,1657.4,No,Male,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8718-PTMEZ,13,No,Month-to-month,Yes,Electronic check,31.05,347.25,Yes,Female,0,No,No,No phone service,DSL,No,Yes,No,No,No,No
7711-GQBZC,71,Yes,Two year,No,Bank transfer (automatic),24.7,1810.55,No,Female,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8722-NGNBH,5,No,Month-to-month,No,Mailed check,40.0,223.45,Yes,Male,0,No,No,No phone service,DSL,Yes,No,Yes,Yes,No,No
2432-TFSMK,18,Yes,One year,Yes,Credit card (automatic),89.6,1633,No,Male,0,No,No,Yes,Fiber optic,No,No,Yes,No,Yes,No
1472-TNCWL,36,Yes,Month-to-month,Yes,Electronic check,94.7,3512.5,No,Male,0,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes
0014-BMAQU,63,Yes,Two year,Yes,Credit card (automatic),84.65,5377.8,No,Male,0,Yes,No,Yes,Fiber optic,Yes,No,No,Yes,No,No
